

Data type: org.panda.causalpath.data.ProteinData
Row ID	Change amount	P-value	Q-value
TIGAR	-2.214847594044255	0.10917015116187614	0.3016543650525525
Syk	2.1631126143294503	0.11496671649070166	0.3095257751672737
Bcl-xL	2.1591367273972075	0.11542472104025951	0.3029898927306812
DJ1	-2.119558518508342	0.12008463195301643	0.3075338135382128
Cyclin-D1	-1.993644592444128	0.13619813309523277	0.3404953327380819
GATA3	-1.9552962758677344	0.14152254076856924	0.34557829722557604
ER	1.9166372289373184	0.1471007976427081	0.35103599437464433
p21	-1.907442800204958	0.14845954231155706	0.34640559872696647
ACC1	1.7807076832695912	0.16851884709150733	0.38466258575235374
GSK-3a-b	1.6863983737799708	0.18518529255378258	0.41371182379036536
Caveolin-1	1.6519799196122646	0.19167004141749766	0.41927821560077616
XIAP	1.587509748886264	0.2044340705482569	0.43807300831769336
Rad51	1.5636379439050525	0.20937299681379995	0.4396832933089799
eEF2	-1.532461426335057	0.2160033361377528	0.44471275087184403
Caspase-3-cleaved	1.4873989979952111	0.22595961327653913	0.4562646037314732
TTF1	1.4834832133699174	0.22684615708063527	0.4494121979899378
N-Cadherin	-1.4460788033794947	0.23549189002506887	0.4579008972709673
JNK2	-1.440696777338594	0.23676273028968697	0.4520015760075842
Caspase-9-cleaved	-1.4328321248030254	0.23863212834425374	0.44743524064547574
Chk2	1.3917263798164041	0.24864567700991946	0.4580315102814306
IRS1	-1.379432526928823	0.2517213576289451	0.4557024577765385
eEF2K	-1.3634609558727855	0.25577402072747524	0.4551910538370322
Annexin-I	1.327187973995665	0.265222024892682	0.4641385435621935
AMPKa	-1.3037816644938065	0.2715031155114188	0.46734142833932746
Caspase-7-cleaved	1.2405679676240904	0.2892199037393285	0.48980790149402403
DVL3	1.1414439693830938	0.31935754619918444	0.5322625769986408
VEGFR-2	-1.0136740767232282	0.3628832663554875	0.5953553588644717
PKCa	0.9546417796750303	0.3849500167772948	0.6218423347940917
Beclin	0.9459044521099348	0.38832818777232236	0.6177948441832402
Mre11	0.8973972069049966	0.407629254798772	0.6388219664756875
XRCC1	0.8921731103635717	0.4097643214203206	0.6327243198402009
alpha-catenin	0.8532494692176472	0.4260283143898471	0.6483039566802021
PCNA	0.8388868691254912	0.4321913412985199	0.6482870119477798
mTOR	0.8315858421926474	0.4353583289846693	0.6438397823012715
c-Kit	-0.7903282583570325	0.4536958413845271	0.6616397686857688
Bak	-0.7780482155583317	0.4593015947346506	0.660639280097785
Tuberin	0.7418030653655322	0.47625442303796306	0.67576641106738
53BP1	-0.675889401056017	0.5087037776697744	0.7121852887376842
YAP	-0.6691340863642468	0.5121518651181539	0.7075782347027126
Bid	0.6404662891679597	0.5270466106118941	0.7186999235616738
c-Myc	-0.6265168200340067	0.5344501486990691	0.719452123248747
VASP	-0.5757665690501259	0.5622736819585343	0.7473257798183052
PI3K-p110-a	0.5699450601979775	0.5655565094086794	0.7422929185988918
Rab11	0.550666259553831	0.5765655400833329	0.7473997741820982
Smad1	-0.5483034029961376	0.5779294925280589	0.7400316672615389
p38-MAPK	-0.5228458057379204	0.5928310630965494	0.7499670075317794
PARP1	0.503639669779731	0.6043271009457037	0.7554088761821296
Bim	-0.4565407782156013	0.6334711770425969	0.7825232186996784
YB-1	-0.4227409376304268	0.6552483613189035	0.8000125341684287
Claudin-7	0.41831401314787503	0.6581555264842994	0.7943256354120855
c-Met	0.390233091874405	0.6768990764336469	0.8076636707446923
Smac	-0.3296197655789758	0.7191971449584108	0.848491013714979
PI3K-p85	0.31054370250635005	0.7330482876642839	0.8552230022749978
Collagen-VI	-0.3089968898663762	0.734183053430113	0.8471342924193612
CD31	0.2972513733231413	0.7428572543932812	0.8478262142532015
Chk1	0.2552020414363188	0.7747599485340738	0.8747289741513737
AR	0.24517933120925173	0.7825641874755509	0.8741408477120516
C-Raf	0.24167722136770095	0.7853096178114474	0.8679737881073892
Bax	-0.23918926234412705	0.7872658684880529	0.8610720436588079
Notch1	-0.23016433268990286	0.7944030453869113	0.859920822326038
P-Cadherin	-0.19426717930014675	0.8234378693218545	0.8822548599877011
ERCC1	-0.18445338115306512	0.8315587053037977	0.881956202594937
E-Cadherin	0.16573854335390914	0.8472677290112596	0.8896311154618226
HER2	-0.13261208683701523	0.8758047624187666	0.9104900995442623
cIAP	0.1180505008777885	0.888651173817092	0.9147879730470064
AIB1	0.06582973252653124	0.9362902704991789	0.9544706641011046
Patched	0.039145494835420604	0.9616107895642589	0.970857047156223
Rad50	0.02615830881272167	0.9741808559861133	0.9741808559861133

Data type: org.panda.causalpath.data.SiteModProteinData
Row ID	Change amount	P-value	Q-value
GSK-3b_pS9	9.556091481383385	7.076886022246188E-5	0.002901523269120937
S6_pS235_S236	-9.41588845976013	8.142009405068295E-5	0.0016691119280390005
PRAS40_pT246	8.951028929811018	1.2960373826678007E-4	0.0017712510896459943
YAP_pS127	8.024169754065225	3.2745177879017745E-4	0.003356380732599319
Akt_pT308	7.871048334691847	3.816340721802923E-4	0.0031293993918783966
JNK_pT183_Y185	-7.859783105780065	3.859575742613837E-4	0.0026373767574527887
Akt_pS473	7.619689476352495	4.906941796042817E-4	0.0028740659091107926
GSK-3a-b_pS21_S9	6.961822974419688	9.473679718416353E-4	0.004855260855688381
NF-kB-p65_pS536	-6.744994992944295	0.0011767545713751767	0.0053607708251535826
ER-a_pS118	5.053075211491225	0.006389653665644286	0.02619758002914157
HER2_pY1248	-4.615545257700783	0.009896785636931735	0.036888019192200104
p27_pT198	3.987436951742436	0.01854719059611914	0.06336956787007372
FoxO3a_pS318_S321	-3.7524604554725594	0.02345995261751631	0.07398908133216683
S6_pS240_S244	-3.1927146349620954	0.04106025590434263	0.12024789229128914
AMPKa_pT172	-3.0021384463044045	0.04968071515135598	0.13579395474703967
c-Jun_pS73	-2.452751700441584	0.08605645880111502	0.22051967567785724
Stat3_pY705	-2.445136194872271	0.08671432405117252	0.20913454624106312
C-Raf_pS338	2.3108375882282512	0.09917814631266465	0.2259057777121806
Src_pY416	2.190107341988461	0.11190473589573643	0.24147864061711546
Src_pY527	2.123400409084901	0.11962416503526156	0.24522953832228622
p90RSK_pT359_S363	-1.9894959553699612	0.13676434340807592	0.2670160990348149
mTOR_pS2448	1.9752089826039563	0.1387323165724952	0.2585465899760138
4E-BP1_pS65	-1.764742513251262	0.17123087048929975	0.30523763869831694
Bad_pS112	-1.7145945946790333	0.1800366937539003	0.307562685162913
EGFR_pY1068	1.5531583615587228	0.2115786754847372	0.346989027794969
p27_pT157	-1.1487753871705368	0.31702476435243676	0.49992366686345796
EGFR_pY992	1.0607103904069894	0.3462097788455032	0.5257259604690975
PDK1_pS241	-1.0127322018010574	0.3632252180163106	0.5318654978095976
c-Met_pY1234_Y1235	-0.883138701794201	0.41348307278293206	0.5845795166931109
Chk1_pS345	-0.8663739189453431	0.4204734591399343	0.5746470608245768
EGFR_pY1173	0.8159615116145499	0.44221392905251755	0.5848635835855878
p38_pT180_Y182	-0.7093805316358183	0.4919488498392386	0.6303094638565244
TAZ_pS89	-0.6644548262055315	0.5145539725957826	0.6392943295886996
MAPK_pT202_Y204	-0.619769844905208	0.5380682624966213	0.6488470224223963
YB1_pS102	0.5906580830859424	0.5539626113302074	0.6489276304153858
p70-S6K_pT389	0.464298945925998	0.6285756162571552	0.71587778518176
Chk2_pT68	-0.2894808453492775	0.7486521329436708	0.8295874986673109
ACC_pS79	-0.2875471806767939	0.7501011756549687	0.8093196895224662
MEK1_pS217_S221	-0.27898862494155197	0.75654850894961	0.7953458683829233
Rb_pS807_S811	-0.22368789249866755	0.7995646455538611	0.8195537616927077
PKCapS657	-0.08377822812897558	0.9196351826968234	0.9196351826968234
